,sessionID,text,label
3995,Ses03F_impro08_F012,"Okay, well, we will send you- We will reimburse you for the amount of minutes that you-",3
3996,Ses03F_impro08_F013,-on average would use.,3
3997,Ses03F_impro08_F014,"And we will probably send you a calling card.  I'm very sorry.  You're just going to have to be patient, sir.",3
3998,Ses03F_impro08_F015,"No, we don't just give you things.  We're- we're-",3
3999,Ses03F_impro08_F016,we compensating you for all your-,3
4000,Ses03F_impro08_F017,"No no, we're not taking anything from you sir.  This is- This is unbeknownst to us.  The problem had just happened.",-1
4001,Ses03F_impro08_F018,The satellite-is down in your area.,-1
4002,Ses03F_impro08_F019,"No, three days, sir.  It's not three days. It's- It's only been about a day now. Let's not exaggerate.",-1
4003,Ses03F_impro08_F020,Three days?,3
4004,Ses03F_impro08_F021,A day?,3
4005,Ses03F_impro08_F022,"I don't know, sir.",3
4006,Ses03F_impro08_F023,"Oh, well, I'm sorry about that. Umm- We-",3
4007,Ses03F_impro08_F024,"Well, ten hours worth of minutes--",3
4008,Ses03F_impro08_F025,is what's going to happen.,3
4009,Ses03F_impro08_F026,"Sir,",3
4010,Ses03F_impro08_F027,"what I would like what I'm advising you to do now is just to write down all of your problems that you-you feel that--You know, haven't been addressed, fax it to us-",3
4011,Ses03F_impro08_F028,and we will take care of it if anything happens.  But all we can do now is ask for your patience.,3
4012,Ses03F_impro08_F029,Okay? Thank you for calling.  Goodbye.,3
4013,Ses03F_impro08_M000,"Hey, you stupid dumb shit machine, give me a fucking operator, huh?",0
4014,Ses03F_impro08_M001,"Yeah, I've been on the-with the machine for like thirty minutes--",-1
4015,Ses03F_impro08_M002,"trying to get an answer, and no one's given me an answer.  So what are you going to do about it?",-1
4016,Ses03F_impro08_M003,"Fuck, do you think I have all day?  Jesus",-1
4017,Ses03F_impro08_M004,"Fine, sorry.  Okay, my phone's been on the fritz for like three days.  I can't get any incoming calls. What- What is going on?",-1
4018,Ses03F_impro08_M005,Yeah.,-1
4019,Ses03F_impro08_M006,You know what?  I'm just going to- Patient?  I'm a busy man.,0
4020,Ses03F_impro08_M007,"-have to, have to what?",0
4021,Ses03F_impro08_M008,What?  It's my phone.  You can't even call me on it. I don't have another phone.,0
4022,Ses03F_impro08_M009,What?  Are you kidding me?,0
4023,Ses03F_impro08_M010,"Oh, my God.",0
4024,Ses03F_impro08_M011,I- I'm going to kill myself right now.,0
4025,Ses03F_impro08_M012,A free calling card?,0
4026,Ses03F_impro08_M013,"No, I don't have a land line.",-1
4027,Ses03F_impro08_M014,"That's it? Okay, yeah.  What else?",0
4028,Ses03F_impro08_M015,"Okay, I need more than this.  Are you going to give me a little bit more?",0
4029,Ses03F_impro08_M016,So you take things from me and you expect me just to wait around.,-1
4030,Ses03F_impro08_M017,"Okay, so you think you're going to-  -get me back some minutes, and that's going to make up for three days of business that I lost?  Okay, great.",-1
4031,Ses03F_impro08_M018,"No, it's been--three days.",-1
4032,Ses03F_impro08_M019,"Fine, it's been a day.  Okay?",-1
4033,Ses03F_impro08_M020,A day's worth of business.  You know how much I make in a day?,-1
4034,Ses03F_impro08_M021,About three million dollars.,3
4035,Ses03F_impro08_M022,"So, you're going to give me back ten dollars worth of minutes--",-1
4036,Ses03F_impro08_M023,-to make up the three million dollars.,-1
4037,Ses03F_impro08_M024,"Ten hours? So, basically, a day's worth of minutes which I pay forty dollars a month from it.",-1
4038,Ses03F_impro08_M025,So you're giving me a dollar back.,-1
4039,Ses03F_impro08_M026,"Oh, my God.",-1
4040,Ses03F_script01_1_F000,What's he going to say? Maybe we ought to talk to him before he sees it.,-1
4041,Ses03F_script01_1_F001,"What-how did he see it? I mean, I was the first one up. He was still in bed.",-1
4042,Ses03F_script01_1_F002,When?,-1
4043,Ses03F_script01_1_F003,What was he doing out at four in the morning?,-1
4044,Ses03F_script01_1_F004,Did you talk to him?,3
4045,Ses03F_script01_1_F005,"He cried hard, huh?",3
4046,Ses03F_script01_1_F006,What was he doing out there at that time? He was dreaming about him again. He's walking around at night again.,-1
4047,Ses03F_script01_1_F007,"Could he-he's acting just like he did after he died, you know?",3
4048,Ses03F_script01_1_F008,What's the meaning in that?,-1
4049,Ses03F_script01_1_F009,"Well, what do you mean? What?",-1
4050,Ses03F_script01_1_F010,"What do you mean, dishonest?",3
4051,Ses03F_script01_1_F011,"What, you're going to argue with him?",-1
4052,Ses03F_script01_1_F012,You can't tell him that.,-1
4053,Ses03F_script01_1_F013,We can't. It just won't work.,-1
4054,Ses03F_script01_1_F014,They do come back.,3
4055,Ses03F_script01_1_F015,"I know, but he doesn't know that.",-1
4056,Ses03F_script01_1_F016,Three years has been a long time.,-1
4057,Ses03F_script01_1_F017,"It's those Goddamn newspapers, you know? I mean, it's like every day they come out with this new person that comes along. And the next one's going to be Larry.",0
4058,Ses03F_script01_1_F018,What?,-1
4059,Ses03F_script01_1_F019,Why?,3
4060,Ses03F_script01_1_F020,"Well, I have an idea, but go on, tell me, what's the story?",-1
4061,Ses03F_script01_1_F021,"Well, that's only your business, Chris.",3
4062,Ses03F_script01_1_F022,"Well, it is. I mean, what do you want me to do? You're grown up; you know what's going on in your mind.",-1
4063,Ses03F_script01_1_F023,"Well, you better make sure your father's not- No- I'm just saying.",-1
4064,Ses03F_script01_1_F024,"Yeah, well I ignore what I got to ignore.",-1
4065,Ses03F_script01_1_F025,And she-she's Larry's girl.,-1
4066,Ses03F_script01_1_F026,"Well, from your father's point of view she is. I mean, he's still alive. You've got no right to take her.",-1
4067,Ses03F_script01_1_F027,"If you go on from that point, I don't know where you go.",-1
4068,Ses03F_script01_1_F028,"'Cause listen, I'm telling you, I don't know where to go from there. Do you?",-1
4069,Ses03F_script01_1_F029,What do you want from me?,-1
4070,Ses03F_script01_1_F030,You're a considerate fella and there's nothing wrong in that.,3
4071,Ses03F_script01_1_F031,There's nothing wrong with it.,3
4072,Ses03F_script01_1_F032,You didn't ask her yet?,-1
4073,Ses03F_script01_1_F033,"Well, how do you know she's going to marry you? I mean, what if she feels the same way as your father?",-1
4074,Ses03F_script01_1_F034,"You know, the trouble is you've never had enough women. No, you never did.",-1
4075,Ses03F_script01_1_F035,I don't understand why it has to be her.,-1
4076,Ses03F_script01_1_F036,"That's a good answer, but it doesn't answer anything.",-1
4077,Ses03F_script01_1_F037,"I mean, you haven't seen her since the war. I mean, it's been five years.",-1
4078,Ses03F_script01_1_F038,"No, I don't want a diagram.",-1
4079,Ses03F_script01_1_F039,"He thinks he's coming back. You go-go on and marry her, I mean, you're pronouncing her dead. And what's going to happen to your father, huh? I don't know. Do you?",-1
4080,Ses03F_script01_1_F040,"Just, listen. Give it more thought, is all.",-1
4081,Ses03F_script01_1_F041,What the hell is this?,-1
4082,Ses03F_script01_1_F042,You're crazy.,-1
4083,Ses03F_script01_1_F043,You're what-you're going to leave the business? But you can't do that. What the hell is this?,-1
4084,Ses03F_script01_1_F044,"Oh, you have to be inspired.",-1
4085,Ses03F_script01_1_F045,Tell me something.,3
4086,Ses03F_script01_1_F046,You'd leave that business.,3
4087,Ses03F_script01_1_F047,You can't do that.,-1
4088,Ses03F_script01_1_F048,"All right, but you can't do that. You can't talk like that.",-1
4089,Ses03F_script01_1_F049,"We've worked all our lives for you. Only for you, Chris. The whole shootin' match is for you.",-1
4090,Ses03F_script01_1_F050,I'm going to.,3
4091,Ses03F_script01_1_F051,You just can't talk like that.,-1
4092,Ses03F_script01_1_F052,"I don't know you, do I?",3
4093,Ses03F_script01_1_F053,Yeah. I can see that.,3
4094,Ses03F_script01_1_M000,He saw it.,3
4095,Ses03F_script01_1_M001,He was out there when it happened.,3
4096,Ses03F_script01_1_M002,"Um, about four this morning. Uh- I heard a crack and I looked out and I saw him standing there.",3
4097,Ses03F_script01_1_M003,I don't know. But after it cracked he went back in the house and he cried in the kitchen.,3
4098,Ses03F_script01_1_M004,"No, I uh-, I figured the best thing to do was to leave him alone.",3
4099,Ses03F_script01_1_M005,I could hear it right through the floor.,3
4100,Ses03F_script01_1_M006,I guess he is.,3
4101,Ses03F_script01_1_M007,I don't know.,3
4102,Ses03F_script01_1_M008,"But I know one thing, mom. We've made a terrible mistake with dad.",3
4103,Ses03F_script01_1_M009,Being dishonest with him. That kind of thing always pays off and now it's paying off.,3
4104,Ses03F_script01_1_M010,You know Larry's not coming back and I know that too. Why do we go on letting him think that we believe with him?,-1
4105,Ses03F_script01_1_M011,"No, I don't want to argue with him, but it's time that he realized that no one believes that Larry's coming back anymore.",-1
4106,Ses03F_script01_1_M012,We got to tell him that.,-1
4107,Ses03F_script01_1_M013,"You know, for God's sakes it's been three years. No one comes back after three years. It's insane.",-1
4108,Ses03F_script01_1_M014,"All right. Just- Sit down, mom. I want to talk to you.",-1
4109,Ses03F_script01_1_M015,"All right. All right. Just come on, sit down.",-1
4110,Ses03F_script01_1_M016,"You know-you know why I asked Annie here, right?",3
4111,Ses03F_script01_1_M017,You know.,3
4112,Ses03F_script01_1_M018,I want to ask her to marry me.,3
4113,Ses03F_script01_1_M019,"Come on, you know that's not only my business.",-1
4114,Ses03F_script01_1_M020,So it's all right. I'll just go ahead with it.,3
4115,Ses03F_script01_1_M021,"See, then it's not just my business. God, you have",0
4116,Ses03F_script01_1_M022,"-Oh, you infuriate me sometimes. You know, it's not just my business too if dad throws a fit.",0
4117,Ses03F_script01_1_M023,God. You have such a talent for ignoring things.,-1
4118,Ses03F_script01_1_M024,"No, she is not Larry's girl.",-1
4119,Ses03F_script01_1_M025,"Oh, I don't know.",-1
4120,Ses03F_script01_1_M026,"Every time I reach out for something I have to pull back because other people will suffer. My whole entire life, time and time after time.",2
4121,Ses03F_script01_1_M027,To hell with that.,0
4122,Ses03F_script01_1_M028,I didn't ask Annie yet.,3
4123,Ses03F_script01_1_M029,I wanted to get this settled first.,3
4124,Ses03F_script01_1_M030,Well then I guess it's over then. But from her letters I think she's forgotten him.,3
4125,Ses03F_script01_1_M031,"I'll find out. But then after it's all over we'll thrash it out with dad, right?",3
4126,Ses03F_script01_1_M032,"Mom, don't avoid me.",-1
4127,Ses03F_script01_1_M033,So what? I'm not fast with women.,-1
4128,Ses03F_script01_1_M034,Because it is.,3
4129,Ses03F_script01_1_M035,I just-,-1
4130,Ses03F_script01_1_M036,It just is. I-,3
4131,Ses03F_script01_1_M037,"I grew up with her. Okay. All these years, when I think of someone I want to be my wife I think of Annie. What do you want, a diagram?",-1
4132,Ses03F_script01_1_M038,"Okay. All right, then.",-1
4133,Ses03F_script01_1_M039,"No, I've given it three years of thought.",-1
4134,Ses03F_script01_1_M040,And I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.,-1
4135,Ses03F_script01_1_M041,But if I can't have that here then I'll get out.,3
4136,Ses03F_script01_1_M042,I'll get out. I'll marry her somewhere else. Maybe New York.,3
4137,Ses03F_script01_1_M043,I've been a sucker too long. I'm through with it.,-1
4138,Ses03F_script01_1_M044,The business. The business doesn't inspire me.,-1
4139,Ses03F_script01_1_M045,Yes. I like it an hour out of the day. If I have to grub for money all day long at least that evening I want it beautiful. I want a wife. I want a family. I want some kids. I want to build something I can give myself to.,0
4140,Ses03F_script01_1_M046,"Now, Annie's in the middle of all that.",0
4141,Ses03F_script01_1_M047,"Now, where do I find it?",3
4142,Ses03F_script01_1_M048,Yes. On this I would.,3
4143,Ses03F_script01_1_M049,Then help me stay here.,3
4144,Ses03F_script01_1_M050,Okay. Just-,3
4145,Ses03F_script01_1_M051,"Yeah, I know, I know, just help me stay here, all right?",-1
4146,Ses03F_script01_1_M052,I am thinking like that.,3
4147,Ses03F_script01_1_M053,"No, you don't. I'm a pretty tough guy.",3
4148,Ses03F_script01_2_F000,Why did you invite her here?,0
4149,Ses03F_script01_2_F001,She's been in New York for three-and-a-half years. She don't just suddenly come and-,0
4150,Ses03F_script01_2_F002,You don't travel seven hundred miles just to see.,0
4151,Ses03F_script01_2_F003,He's not going to marry her.,-1
4152,Ses03F_script01_2_F004,It's got that about it.,0
4153,Ses03F_script01_2_F005,"What's going on here, Joe?",-1
4154,Ses03F_script01_2_F006,She's not Larry's girl. She knows that.,0
4155,Ses03F_script01_2_F007,Then why is she married? Then why isn't she married? She's been in New York and there's hundreds of single men there.,-1
4156,Ses03F_script01_2_F008,"I'm sure hundreds of them asked her and told her that she's foolish, but no.",-1
4157,Ses03F_script01_2_F009,She's waited.,-1
4158,Ses03F_script01_2_F010,"Because she thinks like me, that's why.",-1
4159,Ses03F_script01_2_F011,"She's faithful as a rock, don't you know. In my worst moments I can think of her-",2
4160,Ses03F_script01_2_F012,"I think again, that I'm-I'm right.",-1
4161,Ses03F_script01_2_F013,"Nobody in my house better ever dare-dare to challenge her faith. Maybe strangers, but not his father, not his brother.",0
4162,Ses03F_script01_2_F014,Because he's not coming back. Then what do I got to live for? I'll kill myself.,-1
4163,Ses03F_script01_2_F015,"Don't, don't laugh at me, don't laugh at me.",0
4164,Ses03F_script01_2_F016,"Look at it. Because why, when she came here and she slept in his room, the memorial broke into pieces. Look at it, look at it, Joe.",0
4165,Ses03F_script01_2_F017,"You got to believe, believe with me because I can't stand all alone.",-1
4166,Ses03F_script01_2_F018,"No, you've got to believe.",2
4167,Ses03F_script01_2_F019,"Believe, Joe. You above all people have got to believe.",-1
4168,Ses03F_script01_2_F020,You got to keep believing.,2
4169,Ses03F_script01_2_F021,I can't help it.,2
4170,Ses03F_script01_2_M000,Why? Does that bother you?,-1
4171,Ses03F_script01_2_M001,"Well, maybe, maybe he just wanted to see her.",3
4172,Ses03F_script01_2_M002,"What do you mean? They lived next door to each other their entire lives. Why shouldn't he want to see her? Hey, don't look at me like that. I don't know anymore than you do.",-1
4173,Ses03F_script01_2_M003,How do you know he's even thinking about it?,3
4174,Ses03F_script01_2_M004,"Well, so what?",3
4175,Ses03F_script01_2_M005,"Listen, kid-",-1
4176,Ses03F_script01_2_M006,You can't read her mind.,3
4177,Ses03F_script01_2_M007,How do you know why she's waited?,3
4178,Ses03F_script01_2_M008,"Look, it's a nice day. What are we arguing for?",3
4179,Ses03F_script01_2_M009,Calm yourself.,3
4180,Ses03F_script01_2_M010,Calm yourself.,-1
4181,Ses03F_script01_2_M011,All right. All right. Calm yourself.,0
4182,Ses03F_script01_2_M012,Okay. Just calm yourself.,-1
4183,Ses03F_script01_2_M013,"Why me, above all?",0
4184,Ses03F_script01_2_M014,Huh?,0
4185,Ses03F_script01_2_M015,Why me above all?,0
4186,Ses03F_script01_2_M016,"Look at you, you're shaking.",0
4187,Ses03F_script01_2_M017,What have I got to hide?,0
4188,Ses03F_script01_2_M018,"Huh? What the hell's the matter with you, Kate?",0
4189,Ses03F_script01_3_F000,You're the only one I know that still loves his parents.,1
4190,Ses03F_script01_3_F001,"No, it's all right. There's nothing wrong in that, you know.",1
4191,Ses03F_script01_3_F002,It's really lovely here. The air is sweet.,1
4192,Ses03F_script01_3_F003,No. I'm not sorry. It's-,2
4193,Ses03F_script01_3_F004,I can't stay.,-1
4194,Ses03F_script01_3_F005,"Well, for one thing, your mother so much has told me to go. [LAUGHTER].",-1
4195,Ses03F_script01_3_F006,"Look,",-1
4196,Ses03F_script01_3_F007,"you've been acting kind of, well, you know.",-1
4197,Ses03F_script01_3_F008,"Well, you've been embarrassed ever since I came.",2
4198,Ses03F_script01_3_F009,Yeah.,-1
4199,Ses03F_script01_3_F010,"Yeah, they would. Especially your mom.",-1
4200,Ses03F_script01_3_F011,"Well, I mean,",1
4201,Ses03F_script01_3_F012,"from her opinion, why else would I come here?",1
4202,Ses03F_script01_3_F013,"Well, I guess that's why I came.",1
4203,Ses03F_script01_3_F014,"I've been ready for a long, long time.",1
4204,Ses03F_script01_3_F015,Look,-1
4205,Ses03F_script01_3_F016,I was almost married two years ago.,-1
4206,Ses03F_script01_3_F017,'Cause you started to write me.,-1
4207,Ses03F_script01_3_F018,Every day since.,1
4208,Ses03F_script01_3_F019,"Well, I don't know, you didn't write until then and then when you did, what'd you say?",-1
4209,Ses03F_script01_3_F020,You always can be so ambiguous.,-1
4210,Ses03F_script01_3_F021,I don't know if I ever can forgive you for that. Why'd you wait so long? I sat in my room wondering if I was crazy for thinking about you.,1
4211,Ses03F_script01_3_F022,"Not like that, you're not.",-1
4212,Ses03F_script01_3_F023,"Like Larry's brother. Do it like you, Chris.",1
4213,Ses03F_script01_3_F024,What is it?,-1
4214,Ses03F_script01_3_F025,No. What is it? Is it your mother?,2
4215,Ses03F_script01_3_F026,"Well then tell me what's wrong. I mean, even in your letters there's something ashamed.",2
4216,Ses03F_script01_3_F027,You should tell me.,2
4217,Ses03F_script01_3_F028,"But, Chris, it wouldn't work like this.",2
4218,Ses03F_script01_3_F029,"Yeah, sure.",2
4219,Ses03F_script01_3_F030,How many?,2
4220,Ses03F_script01_3_F031,Geez.,2
4221,Ses03F_script01_3_F032,And you still feel that way?,2
4222,Ses03F_script01_3_F033,"Because you can't feel that way, never again, Chris. You hear me? Never. I mean, the money and me too.",2
4223,Ses03F_script01_3_F034,"I mean, there's nothing wrong in that money, and your father put good planes up in the air and you should be proud of that. A man should be paid for that.",-1
4224,Ses03F_script01_3_F035,What am I going to do with a fortune?,1
4225,Ses03F_script01_3_M000,"Yeah. I know. It went out of style, didn't it?",1
4226,Ses03F_script01_3_M001,You're not sorry you came?,3
4227,Ses03F_script01_3_M002,Why not?,-1
4228,Ses03F_script01_3_M003,Well-,3
4229,Ses03F_script01_3_M004,What?,3
4230,Ses03F_script01_3_M005,"Yes, I guess I have been. But it's going from me now.",-1
4231,Ses03F_script01_3_M006,"Oh look, um, well, the thing is, I was planning on, planning on sort of sneaking up on you over a week or so, and they-they take it for granted we're all set.",1
4232,Ses03F_script01_3_M007,How did you know?,-1
4233,Ses03F_script01_3_M008,"Well, uh- would you want to?",-1
4234,Ses03F_script01_3_M009,"I, I guess that's why I asked you to come.",1
4235,Ses03F_script01_3_M010,"Oh, Annie.",1
4236,Ses03F_script01_3_M011,"Annie, I love you.",1
4237,Ses03F_script01_3_M012,I love you a great deal.,1
4238,Ses03F_script01_3_M013,I-I love you. I have no imagination. That's all I know how to tell it.,1
4239,Ses03F_script01_3_M014,"I'm embarrassing you. I didn't want to tell you it here. I wanted to go somewhere that would be brand-new to each other. It feels wrong here, don't you? This yard and this chair.",1
4240,Ses03F_script01_3_M015,I don't want to win you from anybody. I want you to be ready for me.,1
4241,Ses03F_script01_3_M016,Then he's gone forever. You're sure?,-1
4242,Ses03F_script01_3_M017,Why didn't you?,-1
4243,Ses03F_script01_3_M018,You felt something that far back?,1
4244,Ses03F_script01_3_M019,Why didn't you let me know?,1
4245,Ses03F_script01_3_M020,"Give me a kiss, Annie.",1
4246,Ses03F_script01_3_M021,Give me-,1
4247,Ses03F_script01_3_M022,"[LAUGHTER]. God, I kissed Annie. I kissed Annie. How long, how long I've been waiting to kiss you.",-1
4248,Ses03F_script01_3_M023,We're going to live now. I'm going to make you so happy.,1
4249,Ses03F_script01_3_M024,I kissed you.,1
4250,Ses03F_script01_3_M025,Let's drive somewhere. I want to be alone with you.,2
4251,Ses03F_script01_3_M026,"No, no, no, no. Nothing like that.",3
4252,Ses03F_script01_3_M027,"Yeah. I guess there is. I guess I was, but uh- it's going from me now.",2
4253,Ses03F_script01_3_M028,I don't know where to start.,2
4254,Ses03F_script01_3_M029,You know when I went overseas. I said I was in command of a company.,2
4255,Ses03F_script01_3_M030,"Well, I lost them.",2
4256,Ses03F_script01_3_M031,Just about all.,2
4257,Ses03F_script01_3_M032,It takes a little while to toss that off. Because they weren't just men.,2
4258,Ses03F_script01_3_M033,"For instance, one time, it had to have been raining several days. There was this one kid, he came up to me and he gave me his last pair of dry socks. Put them in my pocket.",2
4259,Ses03F_script01_3_M034,"I mean, that's-that's only a little thing, but that's the kind of guys I had. They didn't just die. They killed themselves for each other. And I mean that exactly. A little more selfish and they'd still be here today.",2
4260,Ses03F_script01_3_M035,"And I, and I thought something watching them go down.",2
4261,Ses03F_script01_3_M036,"Everything was being destroyed, see, but there was one new thing that was being created. A kind of responsibility, man for man. You understand me?",2
4262,Ses03F_script01_3_M037,And to show that-to bring that onto the earth like some sort of monument standing right behind us where everyone could feel it and it would make a difference to him.,2
4263,Ses03F_script01_3_M038,And I came back here and it was incredible. There was no meaning in that here. The whole thing to them was a bus accident.,2
4264,Ses03F_script01_3_M039,And I went to work with dad and that rat race again. And I felt what you said-ashamed somehow. Because nobody was changed at all. It seemed to make a sucker out of a lot of guys.,2
4265,Ses03F_script01_3_M040,"And I felt wrong to be alive. To drive the car, to see the new checkbook, to see the new refrigerator. I mean, you can take those things out of the war. But you got to know that when you drive that car that that came out of the love a man can have for another man. And you got to be a little bit better because of that.",2
4266,Ses03F_script01_3_M041,"Otherwise, what you have here is loot; and there's blood on it.",2
4267,Ses03F_script01_3_M042,And I didn't want to take any of it.,2
4268,Ses03F_script01_3_M043,And I guess that included you.,2
4269,Ses03F_script01_3_M044,"I want you now, Annie.",-1
4270,Ses03F_script01_3_M045,"Annie,",1
4271,Ses03F_script01_3_M046,"Annie, I'm going to make a fortune for you.",1
4272,Ses03F_script02_1_F000,Fine.,2
4273,Ses03F_script02_1_F001,What flashlight?,-1
4274,Ses03F_script02_1_F002,That's not your flashlight; it's ours. It's mine too.,-1
4275,Ses03F_script02_1_F003,"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?",0
4276,Ses03F_script02_1_F004,Yes.,-1
4277,Ses03F_script02_1_F005,I'm cold.,-1
4278,Ses03F_script02_1_F006,"It's past eleven, let's go home.",-1
4279,Ses03F_script02_1_F007,There is no point in coming down here.,-1
4280,Ses03F_script02_1_F008,That's my point.,-1
4281,Ses03F_script02_1_F009,"Well, so let's go.",-1
4282,Ses03F_script02_1_F010,Not particularly.,2
4283,Ses03F_script02_1_F011,I don't know. I just don't.,2
4284,Ses03F_script02_1_F012,Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.,0
4285,Ses03F_script02_1_F013,"I don't know why you're getting so excited. I mean, it's not like the landing of the moon or something. It's just fish. Fish that nobody eats.",-1
4286,Ses03F_script02_1_F014,"Oh, God, Augie.",-1
4287,Ses03F_script02_1_F015,"I'm just not. I mean, I'm sorry, it just-they're still fish to me.",-1
4288,Ses03F_script02_1_F016,Yes.,-1
4289,Ses03F_script02_1_F017,"Yes, and if you also remember, I got sand in my panties. We got into an argument about nothing. You got a sore throat and we never saw the grunions.",-1
4290,Ses03F_script02_1_F018,"No, for God's sakes, we've never seen the grunions. We're not going to see them.",-1
4291,Ses03F_script02_1_F019,"Yeah, that's the wind.",-1
4292,Ses03F_script02_1_F020,About what?,-1
4293,Ses03F_script02_1_F021,It's ridiculous.,-1
4294,Ses03F_script02_1_M000,"Hey, what time is it? They're supposed to run around midnight, right? God, this is great, isn't it?",1
4295,Ses03F_script02_1_M001,Look at the night we got; couldn't be better.,1
4296,Ses03F_script02_1_M002,"You know actually, I wanted to go a little further up the coast to get away from all the, the people and the lights, and uh- but I thought we'd miss it. Hey, how you doing?",1
4297,Ses03F_script02_1_M003,"Oh, is that-is that-now, is that just foam, uhh, I can't even tell.",1
4298,Ses03F_script02_1_M004,"Oh, though if I can't tell it probably isn't them, right? It probably would be unmistakable, wouldn't you think? Hey, how you doing?",1
4299,Ses03F_script02_1_M005,"Oh, do you know what I forgot? I forgot my flashlight. How could I be so stupid. Oh, I-I should have brought my flashlight.",1
4300,Ses03F_script02_1_M006,"Uh- you know, the flashlight. The silver one. There's only one, isn't there?",1
4301,Ses03F_script02_1_M007,"Oh, well, sure.",-1
4302,Ses03F_script02_1_M008,"No, of course. Yours and mine. Our flashlight. Yours and mine. Mi flashlight is su flashlight. Naturally.",-1
4303,Ses03F_script02_1_M009,We should have brought our flashlight. I can't believe we forgot to bring it.,1
4304,Ses03F_script02_1_M010,I hope the moon stays out.,1
4305,Ses03F_script02_1_M011,"Hey, do they always run during a full moon? I can't remember if it was full last year. Do you remember?",1
4306,Ses03F_script02_1_M012,Are you cold? Do you want my jacket?,-1
4307,Ses03F_script02_1_M013,"We should have brought the blanket. Oh, why didn't we bring the blanket? Our blanket.",1
4308,Ses03F_script02_1_M014,"You know what would be good right now? A six-pack. Ah, I can't believe I forgot a six-pack. A six-pack would be just the ticket right about now.",1
4309,Ses03F_script02_1_M015,I'm so stupid. I'm like a little kid. I-it's amazing I get out of the house with my fly zipped. Oh- [LAUGHTER].,1
4310,Ses03F_script02_1_M016,I wonder if they can hear us talk. Or hear the vibrations in the sand when we move.,1
4311,Ses03F_script02_1_M017,Do you want my jacket?,3
4312,Ses03F_script02_1_M018,What? Are you kidding me? We just got here. We'd miss it. What's the point of coming down there if we just turn around and go home?,-1
4313,Ses03F_script02_1_M019,Right.,3
4314,Ses03F_script02_1_M020,"Yeah, that's my point too.",3
4315,Ses03F_script02_1_M021,"No. No, no, no, that's not my point. My point is there's no point in coming down here if we just turn around and leave.",1
4316,Ses03F_script02_1_M022,"I mean, don't you want to see it?",3
4317,Ses03F_script02_1_M023,Why not?,3
4318,Ses03F_script02_1_M024,"Honey, this is a natural-this is a natural phenomenon. I mean, it only happens once a year. This is, this is a great opportunity. Think about the people in Kansas. They would have to get a plane ticket and hotel reservation to come and see this. We're only forty minutes away. This is too good to pass up.",-1
4319,Ses03F_script02_1_M025,Yeah. But that moment on the beach is the highlight of their little lives. And all that flopping around is laying eggs or what you-spawning or mating or something like that.,-1
4320,Ses03F_script02_1_M026,"I mean, this is the big night for these guys. Life's last orgy.",-1
4321,Ses03F_script02_1_M027,"Yeah, they do.",-1
4322,Ses03F_script02_1_M028,"What, okay, then it's fish that do something no other fish do. Like the swallows in Capistrano or the lemmings who throw themselves off the cliffs.",-1
4323,Ses03F_script02_1_M029,"There's magic here and mystery and a little bit of the unexplainable. I mean, I don't see how you cannot be interested.",-1
4324,Ses03F_script02_1_M030,For real?,-1
4325,Ses03F_script02_1_M031,I don't get it. The last time-the first time that we came to see it you said it was the best night of your life.,-1
4326,Ses03F_script02_1_M032,And then last year when we came to see it you ran out of the house so fast that you stubbed your toe. And you didn't even notice until you got in the car.,-1
4327,Ses03F_script02_1_M033,We weren't in a good spot.,-1
4328,Ses03F_script02_1_M034,"We just weren't in a good spot, all right? This is a much better spot. I have a good instinct for these things. Look, is that-",-1
4329,Ses03F_script02_1_M035,"no, that's just seaweed, isn't it? This is great, isn't it?",-1
4330,Ses03F_script02_1_M036,"I wouldn't miss this for anything. I mean, think about this. Okay, I know you're not interested, but just think about this for a minute.",1
4331,Ses03F_script02_1_M037,Somewhere out there there's this huge silver mass of fish heading this way. They don't know why. And we don't know why. Just some little instinctual time-release firecracker went off-went off in their bodies.,-1
4332,Ses03F_script02_1_M038,"And they all, all as one, turned as one and formed this line as big as the California coast and started swimming this way. Swimming as if that's the only thing that matters.",1
4333,Ses03F_script02_1_M039,"You know, they didn't ask it a question. They didn't, they didn't take a vote. They didn't have an invitation or a map; they just started swimming as one.",1
4334,Ses03F_script02_1_M040,"its single-mindedness with one mind. Urgency that's pure urge. You know, they don't give it a name.",1
4335,Ses03F_script02_1_M041,"They don't ask it a question. They just, they just, they don't know what drives them. They just turn as one and start the swim that brings them to here",1
4336,Ses03F_script02_1_M042,"where we stand for a massive celebration of sex and death. Oh, God, I'm giving myself goosebumps. Look, I'm all-all my hairs on my arms is sticking up.",1
4337,Ses03F_script02_1_M043,So what do you think?,-1
4338,Ses03F_script02_1_M044,About what I just said.,3
4339,Ses03F_script02_2_F000,About what?,3
4340,Ses03F_script02_2_F001,It's ridiculous.,-1
4341,Ses03F_script02_2_F002,"It's so P.R. I mean, somebody's giving you a good bill about this wonderful event that's going to happen on the beach.",-1
4342,Ses03F_script02_2_F003,Exactly. Everyone else is told the same thing. It keeps them feeling excited. Keeps them coming back. Keeps them thinking life's going to start at any minute now.,-1
